0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
0.000000e+00 2.376871e+00 -2.376873e+00 -1.654807e-06 
0.000000e+00 9.093593e+00 -9.093597e+00 -3.863860e-06 
0.000000e+00 1.962514e+01 -1.962518e+01 -3.839409e-05 
0.000000e+00 3.349790e+01 -3.349802e+01 -1.175050e-04 
0.000000e+00 5.016241e+01 -5.016264e+01 -2.284302e-04 
0.000000e+00 6.881240e+01 -6.881163e+01 7.749778e-04 
0.000000e+00 8.821165e+01 -8.818904e+01 2.261018e-02 
0.000000e+00 1.066079e+02 -1.066275e+02 -1.961635e-02 
0.000000e+00 1.225414e+02 -1.225453e+02 -3.924769e-03 
0.000000e+00 1.348832e+02 -1.348855e+02 -2.256879e-03 
0.000000e+00 1.431466e+02 -1.431508e+02 -4.168230e-03 
0.000000e+00 1.471901e+02 -1.471943e+02 -4.208343e-03 
0.000000e+00 1.471203e+02 -1.471209e+02 -6.345961e-04 
0.000000e+00 1.432764e+02 -1.432789e+02 -2.506223e-03 
0.000000e+00 1.362122e+02 -1.362150e+02 -2.809220e-03 
0.000000e+00 1.265666e+02 -1.265678e+02 -1.239158e-03 
0.000000e+00 1.149783e+02 -1.149778e+02 4.913027e-04 
0.000000e+00 1.020451e+02 -1.020481e+02 -3.039214e-03 
0.000000e+00 8.832772e+01 -8.832911e+01 -1.390649e-03 
0.000000e+00 7.432394e+01 -7.432522e+01 -1.277951e-03 
0.000000e+00 6.050492e+01 -6.050853e+01 -3.613468e-03 
0.000000e+00 4.731532e+01 -4.731910e+01 -3.775389e-03 
0.000000e+00 3.516130e+01 -3.516526e+01 -3.957264e-03 
0.000000e+00 2.441598e+01 -2.442207e+01 -6.088684e-03 
0.000000e+00 1.539797e+01 -1.540530e+01 -7.334598e-03 
0.000000e+00 8.352616e+00 -8.360898e+00 -8.281922e-03 
0.000000e+00 3.432684e+00 -3.442183e+00 -9.498864e-03 
0.000000e+00 6.819888e-01 -6.927595e-01 -1.077069e-02 
0.000000e+00 3.137349e-02 -4.319972e-02 -1.182623e-02 
0.000000e+00 1.308090e+00 -1.321189e+00 -1.309918e-02 
0.000000e+00 4.257816e+00 -4.271922e+00 -1.410552e-02 
0.000000e+00 8.573650e+00 -8.588908e+00 -1.525782e-02 
0.000000e+00 1.392553e+01 -1.394169e+01 -1.616228e-02 
0.000000e+00 1.998469e+01 -2.000185e+01 -1.715503e-02 
0.000000e+00 2.644090e+01 -2.645884e+01 -1.794098e-02 
0.000000e+00 3.301163e+01 -3.303038e+01 -1.875220e-02 
0.000000e+00 3.944582e+01 -3.946531e+01 -1.948999e-02 
0.000000e+00 4.552463e+01 -4.554461e+01 -1.997705e-02 
0.000000e+00 5.105449e+01 -5.107491e+01 -2.042421e-02 
0.000000e+00 5.586578e+01 -5.588668e+01 -2.090259e-02 
0.000000e+00 5.980731e+01 -5.982901e+01 -2.169785e-02 
0.000000e+00 6.274074e+01 -6.276279e+01 -2.205460e-02 
0.000000e+00 6.453518e+01 -6.455652e+01 -2.133652e-02 
0.000000e+00 6.506529e+01 -6.508587e+01 -2.058068e-02 
0.000000e+00 6.421614e+01 -6.423533e+01 -1.919463e-02 
0.000000e+00 6.187962e+01 -6.190110e+01 -2.147748e-02 
0.000000e+00 5.801253e+01 -5.803225e+01 -1.972072e-02 
0.000000e+00 5.263028e+01 -5.264641e+01 -1.613006e-02 
