1.047198e+00 2.094395e+00 2.094395e+00 2.617994e+00 6.283185e+00 4.188790e+00 3.141593e+00 4.188790e+00 2.094395e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
1.058101e+00 2.094429e+00 2.088935e+00 2.612568e+00 6.299515e+00 4.177921e+00 3.136166e+00 4.194251e+00 2.105265e+00 2.172807e+00 1.361319e-02 -1.089759e+00 -1.076146e+00 3.248953e+00 -2.159194e+00 -1.076146e+00 1.089759e+00 2.159194e+00 -2.376873e+00 
1.090702e+00 2.094935e+00 2.072513e+00 2.596651e+00 6.348032e+00 4.145826e+00 3.120250e+00 4.210672e+00 2.137360e+00 4.359778e+00 1.074093e-01 -2.205232e+00 -2.097823e+00 6.457601e+00 -4.252368e+00 -2.097823e+00 2.205232e+00 4.252368e+00 -9.093597e+00 
1.145751e+00 2.097118e+00 2.044495e+00 2.570817e+00 6.428916e+00 4.092959e+00 3.094415e+00 4.238690e+00 2.190226e+00 6.683056e+00 3.635219e-01 -3.420876e+00 -3.057355e+00 9.740411e+00 -6.319534e+00 -3.057355e+00 3.420876e+00 6.319534e+00 -1.962518e+01 
1.225226e+00 2.103055e+00 2.003544e+00 2.535803e+00 6.543405e+00 4.019422e+00 3.059402e+00 4.279641e+00 2.263763e+00 9.265073e+00 8.752589e-01 -4.801256e+00 -3.925997e+00 1.319107e+01 -8.389814e+00 -3.925997e+00 4.801256e+00 8.389814e+00 -3.349802e+01 
1.332255e+00 2.115817e+00 1.947809e+00 2.492830e+00 6.693407e+00 3.925155e+00 3.016429e+00 4.335376e+00 2.358030e+00 1.220772e+01 1.745294e+00 -6.379030e+00 -4.633736e+00 1.684146e+01 -1.046243e+01 -4.633736e+00 6.379030e+00 1.046243e+01 -5.016264e+01 
1.470616e+00 2.139423e+00 1.875495e+00 2.444122e+00 6.880476e+00 3.810400e+00 2.967721e+00 4.407690e+00 2.472786e+00 1.551012e+01 3.048218e+00 -8.088735e+00 -5.040517e+00 2.055064e+01 -1.246190e+01 -5.040517e+00 8.088735e+00 1.246190e+01 -6.881163e+01 
1.642826e+00 2.178035e+00 1.786468e+00 2.393707e+00 7.103101e+00 3.676802e+00 2.917306e+00 4.496717e+00 2.606384e+00 1.890115e+01 4.716033e+00 -9.650183e+00 -4.934150e+00 2.383530e+01 -1.418511e+01 -4.934150e+00 9.650183e+00 1.418511e+01 -8.818904e+01 
1.846857e+00 2.233824e+00 1.684759e+00 2.347786e+00 7.353052e+00 3.528560e+00 2.871385e+00 4.598427e+00 2.754626e+00 2.176525e+01 6.404602e+00 -1.053846e+01 -4.133856e+00 2.589911e+01 -1.536065e+01 -4.133856e+00 1.053846e+01 1.536065e+01 -1.066275e+02 
2.074414e+00 2.304543e+00 1.579498e+00 2.313244e+00 7.615151e+00 3.371721e+00 2.836843e+00 4.703688e+00 2.911464e+00 2.353691e+01 7.623304e+00 -1.030771e+01 -2.684405e+00 2.622131e+01 -1.591360e+01 -2.684405e+00 1.030771e+01 1.591360e+01 -1.225453e+02 
2.313585e+00 2.383671e+00 1.482511e+00 2.295386e+00 7.872181e+00 3.211679e+00 2.818984e+00 4.800675e+00 3.071506e+00 2.411439e+01 8.068147e+00 -8.915677e+00 -8.475302e-01 2.496192e+01 -1.604624e+01 -8.475302e-01 8.915677e+00 1.604624e+01 -1.348855e+02 
2.553563e+00 2.463385e+00 1.404011e+00 2.296600e+00 8.110945e+00 3.051415e+00 2.820199e+00 4.879175e+00 3.231770e+00 2.374951e+01 7.764202e+00 -6.679585e+00 1.084617e+00 2.266489e+01 -1.598530e+01 1.084617e+00 6.679585e+00 1.598530e+01 -1.431508e+02 
2.786418e+00 2.537165e+00 1.350227e+00 2.316596e+00 8.323803e+00 2.892341e+00 2.840195e+00 4.932958e+00 3.390845e+00 2.273611e+01 6.925163e+00 -4.051081e+00 2.874082e+00 1.986203e+01 -1.581095e+01 2.874082e+00 4.051081e+00 1.581095e+01 -1.471943e+02 
3.007013e+00 2.601020e+00 1.322791e+00 2.353014e+00 8.507981e+00 2.735599e+00 2.876613e+00 4.960394e+00 3.547586e+00 2.134000e+01 5.823636e+00 -1.476481e+00 4.347155e+00 1.699285e+01 -1.551637e+01 4.347155e+00 1.476481e+00 1.551637e+01 -1.471209e+02 
3.212728e+00 2.653554e+00 1.319441e+00 2.402199e+00 8.664511e+00 2.582418e+00 2.925797e+00 4.963744e+00 3.700767e+00 1.979605e+01 4.694839e+00 7.262206e-01 5.421059e+00 1.437499e+01 -1.510121e+01 5.421059e+00 -7.262206e-01 1.510121e+01 -1.432789e+02 
3.402996e+00 2.695298e+00 1.335634e+00 2.460136e+00 8.796841e+00 2.433895e+00 2.983735e+00 4.947551e+00 3.849290e+00 1.826719e+01 3.678236e+00 2.427709e+00 6.105945e+00 1.216124e+01 -1.458895e+01 6.105945e+00 -2.427709e+00 1.458895e+01 -1.362150e+02 
3.578390e+00 2.727675e+00 1.366336e+00 2.523214e+00 8.909157e+00 2.290877e+00 3.046813e+00 4.916849e+00 3.992308e+00 1.683000e+01 2.824972e+00 3.635705e+00 6.460677e+00 1.036932e+01 -1.400503e+01 6.460677e+00 -3.635705e+00 1.400503e+01 -1.265678e+02 
3.739933e+00 2.752334e+00 1.406941e+00 2.588479e+00 9.005435e+00 2.153994e+00 3.112078e+00 4.876244e+00 4.129191e+00 1.549541e+01 2.131701e+00 4.423106e+00 6.554806e+00 8.940606e+00 -1.336371e+01 6.554806e+00 -4.423106e+00 1.336371e+01 -1.149778e+02 
3.888568e+00 2.770766e+00 1.453671e+00 2.653641e+00 9.088909e+00 2.023791e+00 3.177239e+00 4.829514e+00 4.259395e+00 1.424268e+01 1.575500e+00 4.871876e+00 6.447376e+00 7.795302e+00 -1.266718e+01 6.447376e+00 -4.871876e+00 1.266718e+01 -1.020481e+02 
4.024965e+00 2.784217e+00 1.503489e+00 2.716910e+00 9.162037e+00 1.900845e+00 3.240508e+00 4.779696e+00 4.382341e+00 1.304222e+01 1.131657e+00 5.051834e+00 6.183491e+00 6.858727e+00 -1.191056e+01 6.183491e+00 -5.051834e+00 1.191056e+01 -8.832911e+01 
4.149484e+00 2.793703e+00 1.553991e+00 2.776897e+00 9.226568e+00 1.785811e+00 3.300496e+00 4.729194e+00 4.497374e+00 1.186315e+01 7.787520e-01 5.017388e+00 5.796140e+00 6.067011e+00 -1.108440e+01 5.796140e+00 -5.017388e+00 1.108440e+01 -7.432522e+01 
4.262202e+00 2.800041e+00 1.603260e+00 2.832505e+00 9.283678e+00 1.679432e+00 3.356104e+00 4.679925e+00 4.603753e+00 1.067764e+01 5.008093e-01 4.809661e+00 5.310471e+00 5.367165e+00 -1.017683e+01 5.310471e+00 -4.809661e+00 1.017683e+01 -6.050853e+01 
