5.235988e-01 1.764748e+00 1.619854e+00 1.813806e+00 2.805890e-01 4.382742e+00 2.337405e+00 4.663331e+00 1.900443e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 0.000000e+00 
5.389664e-01 1.769175e+00 1.608164e+00 1.806543e+00 3.032197e-01 4.371801e+00 2.330142e+00 4.675021e+00 1.911384e+00 3.049788e+00 9.112863e-01 -2.349592e+00 -1.438305e+00 4.488093e+00 -2.138501e+00 -1.438305e+00 2.349592e+00 2.138501e+00 -4.114834e+00 
5.841677e-01 1.784098e+00 1.572053e+00 1.785354e+00 3.696096e-01 4.341523e+00 2.308953e+00 4.711133e+00 1.941662e+00 5.968920e+00 2.156299e+00 -4.937842e+00 -2.781544e+00 8.750464e+00 -3.812622e+00 -2.781544e+00 4.937842e+00 3.812622e+00 -1.549809e+01 
6.577853e-01 1.814351e+00 1.507778e+00 1.751333e+00 4.772488e-01 4.298158e+00 2.274932e+00 4.775407e+00 1.985027e+00 8.716489e+00 4.011661e+00 -8.009252e+00 -3.997591e+00 1.271408e+01 -4.704828e+00 -3.997591e+00 8.009252e+00 4.704828e+00 -3.256257e+01 
7.573168e-01 1.866666e+00 1.410125e+00 1.705995e+00 6.221177e-01 4.250942e+00 2.229594e+00 4.873060e+00 2.032243e+00 1.110444e+01 6.555546e+00 -1.159195e+01 -5.036404e+00 1.614084e+01 -4.548892e+00 -5.036404e+00 1.159195e+01 4.548892e+00 -5.327171e+01 
8.775423e-01 1.947045e+00 1.275075e+00 1.651323e+00 7.970155e-01 4.211095e+00 2.174922e+00 5.008110e+00 2.072090e+00 1.278817e+01 9.562164e+00 -1.542394e+01 -5.861774e+00 1.864995e+01 -3.226008e+00 -5.861774e+00 1.542394e+01 3.226008e+00 -7.490894e+01 
1.009368e+00 2.057765e+00 1.102458e+00 1.589426e+00 9.907383e-01 4.189989e+00 2.113025e+00 5.180728e+00 2.093196e+00 1.336192e+01 1.252499e+01 -1.901359e+01 -6.488595e+00 1.985052e+01 -8.369290e-01 -6.488595e+00 1.901359e+01 8.369290e-01 -9.424937e+01 
1.140037e+00 2.195444e+00 8.973896e-01 1.522037e+00 1.188796e+00 4.197000e+00 2.045636e+00 5.385796e+00 2.086185e+00 1.251971e+01 1.486164e+01 -2.182946e+01 -6.967818e+00 1.948753e+01 2.341935e+00 -6.967818e+00 2.182946e+01 -2.341935e+00 -1.082530e+02 
1.254797e+00 2.351357e+00 6.699631e-01 1.450524e+00 1.375069e+00 4.238153e+00 1.974123e+00 5.613222e+00 2.045032e+00 1.019998e+01 1.611286e+01 -2.341974e+01 -7.306883e+00 1.750686e+01 5.912881e+00 -7.306883e+00 2.341974e+01 -5.912881e+00 -1.148397e+02 
1.340275e+00 2.513395e+00 4.340502e-01 1.376649e+00 1.534422e+00 4.314713e+00 1.900248e+00 5.849135e+00 1.968473e+00 6.770287e+00 1.608758e+01 -2.350845e+01 -7.420870e+00 1.419116e+01 9.317290e+00 -7.420870e+00 2.350845e+01 -9.317290e+00 -1.134388e+02 
1.389235e+00 2.669512e+00 2.044852e-01 1.303201e+00 1.656831e+00 4.421869e+00 1.826799e+00 6.078700e+00 1.861316e+00 3.056510e+00 1.499699e+01 -2.220787e+01 -7.210887e+00 1.026740e+01 1.194048e+01 -7.210887e+00 2.220787e+01 -1.194048e+01 -1.050740e+02 
1.403331e+00 2.811480e+00 -7.178108e-03 1.233505e+00 1.740622e+00 4.549741e+00 1.757104e+00 6.290363e+00 1.733444e+00 -9.726523e-02 1.334660e+01 -2.002843e+01 -6.681828e+00 6.584563e+00 1.344387e+01 -6.681828e+00 2.002843e+01 -1.344387e+01 -9.182594e+01 
1.390522e+00 2.936086e+00 -1.949857e-01 1.170304e+00 1.791014e+00 4.687157e+00 1.693903e+00 6.478171e+00 1.596028e+00 -2.299076e+00 1.157815e+01 -1.750913e+01 -5.930978e+00 3.631902e+00 1.387722e+01 -5.930978e+00 1.750913e+01 -1.387722e+01 -7.591936e+01 
1.360490e+00 3.043321e+00 -3.572569e-01 1.115268e+00 1.816018e+00 4.824424e+00 1.638867e+00 6.640442e+00 1.458761e+00 -3.564126e+00 9.886963e+00 -1.495135e+01 -5.064390e+00 1.500264e+00 1.345109e+01 -5.064389e+00 1.495135e+01 -1.345109e+01 -5.924355e+01 
1.321791e+00 3.134158e+00 -4.942196e-01 1.069143e+00 1.823445e+00 4.953960e+00 1.592741e+00 6.777405e+00 1.329225e+00 -4.063428e+00 8.294094e+00 -1.245322e+01 -4.159128e+00 9.569999e-02 1.235752e+01 -4.159128e+00 1.245322e+01 -1.235752e+01 -4.324968e+01 
1.281173e+00 3.209401e+00 -6.065652e-01 1.032039e+00 1.819930e+00 5.069820e+00 1.555638e+00 6.889751e+00 1.213365e+00 -3.976058e+00 6.759320e+00 -1.002666e+01 -3.267341e+00 -7.087165e-01 1.073538e+01 -3.267341e+00 1.002666e+01 -1.073538e+01 -2.902883e+01 
1.243708e+00 3.269401e+00 -6.949748e-01 1.003630e+00 1.810874e+00 5.167286e+00 1.527229e+00 6.978160e+00 1.115899e+00 -3.456232e+00 5.242272e+00 -7.666823e+00 -2.424551e+00 -1.031680e+00 8.698503e+00 -2.424551e+00 7.666823e+00 -8.698503e+00 -1.735179e+01 
1.213038e+00 3.314253e+00 -7.601463e-01 9.833105e-01 1.800524e+00 5.242808e+00 1.506909e+00 7.043332e+00 1.040378e+00 -2.639397e+00 3.729567e+00 -5.382031e+00 -1.652464e+00 -9.869332e-01 6.368964e+00 -1.652464e+00 5.382031e+00 -6.368964e+00 -8.666770e+00 
1.191496e+00 3.344059e+00 -8.029436e-01 9.703193e-01 1.791973e+00 5.294156e+00 1.493918e+00 7.086129e+00 9.890290e-01 -1.650450e+00 2.237922e+00 -3.196624e+00 -9.587019e-01 -6.917473e-01 3.888371e+00 -9.587017e-01 3.196624e+00 -3.888371e+00 -3.085158e+00 
1.180214e+00 3.359206e+00 -8.245199e-01 9.638894e-01 1.787121e+00 5.320584e+00 1.487488e+00 7.107705e+00 9.626012e-01 -6.053241e-01 8.048094e-01 -1.143479e+00 -3.386697e-01 -2.666539e-01 1.410133e+00 -3.386695e-01 1.143479e+00 -1.410133e+00 -4.049545e-01 
1.179240e+00 3.360496e+00 -8.263583e-01 9.633418e-01 1.786695e+00 5.322849e+00 1.486941e+00 7.109544e+00 9.603366e-01 3.957531e-01 -5.260336e-01 7.460964e-01 2.200626e-01 1.756909e-01 -9.217871e-01 2.200628e-01 -7.460964e-01 9.217871e-01 -1.785990e-01 
1.187721e+00 3.349148e+00 -8.102210e-01 9.681308e-01 1.790387e+00 5.303020e+00 1.491730e+00 7.093406e+00 9.801657e-01 1.275244e+00 -1.718473e+00 2.449133e+00 7.306591e-01 5.445848e-01 -2.993717e+00 7.306592e-01 -2.449133e+00 2.993717e+00 -1.817438e+00 
1.204166e+00 3.326659e+00 -7.780379e-01 9.778247e-01 1.797137e+00 5.264086e+00 1.501424e+00 7.061223e+00 1.019099e+00 1.981795e+00 -2.751949e+00 3.953874e+00 1.201925e+00 7.798697e-01 -4.733744e+00 1.201925e+00 -3.953874e+00 4.733744e+00 -4.696617e+00 
1.226689e+00 3.294654e+00 -7.318104e-01 9.920469e-01 1.805438e+00 5.209557e+00 1.515646e+00 7.014996e+00 1.073628e+00 2.488528e+00 -3.622507e+00 5.258766e+00 1.636260e+00 8.522685e-01 -6.111035e+00 1.636260e+00 -5.258766e+00 6.111035e+00 -8.231601e+00 
1.253244e+00 3.254723e+00 -6.735098e-01 1.010417e+00 1.813623e+00 5.143072e+00 1.534016e+00 6.956695e+00 1.140113e+00 2.787955e+00 -4.339087e+00 6.369520e+00 2.030433e+00 7.575222e-01 -7.127042e+00 2.030433e+00 -6.369520e+00 7.127042e+00 -1.192194e+01 
